class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,517566,,,,,,0,0,0,0,66192,7975252,40461750,12912438,759642,20478,23111804,234882,278,,0,0,46201662,38223816,19709456,7673782,,0,1313210,0,,,66298,384076,723006,3650964,8239544,11956932,29111570,7867758,195604,0,852528,738544,898174,987056,3592788,52677270,2449372,16,2,2,29925136,12525556,5245032,4246492,3633044,3136756,2495572,969674,18462,28,65923930,,,,,23111804,1040084,9077304,10582736,334220,314580,298460,280840,271960,259620,266640,327300,110280,517565.91,65923930,65923930,65989402,298347,,,453620,62195752,1209600,,,,,51424931.52,0.0,10729936.32,24050,40786,0,0,6182,483788,17917456,36008126,6990518,572274,95116,122292,,,65923930,,68660,13110,6774992,4683746,9886648,34566024,6086988,115566,18,0,,,,,,,,,,,,,,,,,,,,561946,,,,,,,,,,,,,,29470.64,33632,11139932,31020298,10661418,3321906,3956102,1217588,515170,199942,162696,700,,
pos,420272,,0,,0,0,0,0,0,4390,1077204,7730788,14088570,4372008,50394,0,13282638,624,20984,,22640,31402,24076010,21210656,3844904,2521074,0,0,0,0,0,0,0,0,0,0,0,17944,3053228,19427430,4824752,0,93474,79458,120228,164264,12521398,14321858,22668,6,0,0,10218994,4582468,2440692,1778220,1469570,1445660,1880820,2742978,720828,43124,27946580,2760,2580,1548,738,13282638,353086,2085876,1746690,199980,174680,193620,134840,142460,106780,141140,165300,12840,420271.93,27946580,27946580,27706048,192702,1732978,,79020,27323354,1209600,0,,,,24441314.88,0.0,2857917.12,,,0,0,154288,3808050,10977924,10265026,1906016,170188,40946,916,,0,27946580,,25128,4214,1015884,1050826,1786662,21948860,1454656,37124,0,0,,,,,,,,,,13984,268,0,0,0,0,0,0,0,0,194758,388848,65682,0,0,1192500,164746,37068420,9207118,0,0,0,0,135477840,,,2980428,6262908,3797700,1676296,3105944,2400308,2185156,1826890,3045574,42150,0,0
pos,459170,,0,,0,0,0,0,0,0,365944,6878976,16446022,4756616,27288,0,13585980,4738,0,,1728,2118,26696520,24838724,2751716,1284212,0,0,0,0,0,0,0,0,0,0,0,23220,1052836,27271910,126880,0,21962,8262,13848,30280,9583052,18811348,6082,12,0,0,10654966,5066990,2878782,2209964,1910596,1935544,2296184,1368734,148746,4340,29457954,120,548,534,1212,13585980,223528,1245042,1493474,146940,118300,186000,90040,97520,90500,82060,88160,50220,459169.19,29457954,29457954,29058536,185013,2589514,,332100,28474846,1209600,0,,,,25770877.44,0.0,2662235.52,,,0,0,13886,2181948,12068484,11879294,2121444,177222,31640,928,,0,29457954,,32756,6364,1131722,1377334,3473376,19939384,2465016,48892,2,0,,,,,,,,,,26090,984,,,,,,,,,136540,320514,60694,0,0,783692,100624,50762460,7356986,0,0,0,0,,,,2819632,5257694,3585190,1706650,3907414,3866320,3317938,1945312,2041704,26992,0,0
pos,733868,0,0,140,0,0,0,0,45630,1400206,7877016,9038940,3360968,391692,26780,536,21973330,0,178,,1941516,2872770,37327614,33949308,10195070,3422490,0,0,0,0,0,0,0,0,0,0,0,0,0,978076,21163692,0,98346,52846,87954,160020,456406,19614312,1014222,657662,0,0,5528020,8654494,4218382,1088244,688666,673696,635746,471068,166108,17344,49480846,0,0,0,0,21973330,662900,4125180,6044794,270840,219680,316280,272560,232500,228000,260660,205800,224480,733868.54,49480846,49480846,48224198,110893,0,,953360,45254378,1209600,0,0,270,0,39487005.12,0.0,5710580.16,1124,9794,8930,131346,1062486,2657516,6654376,5460096,3843754,2058664,240936,23664,106,0,49480846,0,53294,9514,1096640,1698378,623604,15558534,2976136,125404,264,0,132,520,13222030,7981250,0,13110,0,0,13517686,0,0,0,0,0,0,0,0,0,0,401262,0,0,0,0,0,0,0,0,0,0,0,0,0,16839.34,16064,2855222,3770490,1509130,488168,923370,5018730,7307740,262902,6016,0,0,0
pos,137940,,264,148,0,0,0,1752,149486,1534166,6054946,3057198,407618,14860,0,0,4258526,0,0,0,560516,772298,8757792,8226942,2071160,930442,0,0,0,0,2750,708,0,0,0,0,0,0,0,3645742,7560784,13500,27010,18368,33566,64180,498432,10578458,12,0,0,0,3921996,2751730,1410662,959324,585644,367766,279082,390992,500818,52012,11390888,82,5770,14942,2,4258526,124764,507368,1560380,265220,203940,240540,216120,198320,178900,191700,222260,119080,137940.43,11390888,11390888,11528768,69691,18,41362,490340,11220026,1209600,231442,0,872,0,7297436.16,0.0,3912079.68,632,1928,8928,504950,2781426,6183582,1567332,151764,17890,3898,256,0,194,212,11390888,,8222,940,1473530,2332922,3082596,4313034,8782,0,0,0,314,1288,7278192,2579280,0,98,0,0,7397176,11386,3050,0,0,0,0,0,0,0,0,67414,41606,13212,17828546,2384112,151252,51438,43000,6616,11238932,42270,0,0,12447030,2035.34,2592,3967444,1095760,841534,372982,887390,1402466,1758060,874390,20000,0,0,0
pos,199350,0,468,58,0,0,0,0,0,100714,1590532,1711948,649544,95398,7226,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3700,508,0,0,0,0,0,0,0,437824,3717538,0,12694,5870,6668,10820,94506,680994,3339262,4548,0,0,1395894,1381280,368640,278254,196262,145382,112084,130346,88076,59144,0,2010,382,4520,46,0,0,0,0,,,,,,,,,0,199349.31,0,0,4269064,28571,1960,0,0,4157218,1209600,326812,0,90,0,10461493.44,113552.64,3109500.48,172,1154,0,9426,793934,1267904,1402370,551590,120050,8836,1190,62,3066,10438,0,0,4234,530,422472,296280,395488,2964102,72144,112,0,0,62,288,3186700,983782,0,442,0,0,3260800,12324,2930,10,107010,0,6798,0,0,0,0,0,44922,9992,23166422,3749362,245926,80464,114180,19712,13706486,9022,0,0,65111070,1610.64,1662,993706,544308,282224,95380,237386,479518,899682,615538,7440,180,0,0
pos,391232,,0,,0,0,0,0,0,16060,1440448,11296076,12653830,1600216,7044,0,13114812,3352,0,0,16656,34216,23550804,20207260,5428178,2648072,0,0,0,0,0,0,0,0,0,0,0,1445866,13494078,8178814,3894916,0,31272,22794,33422,68566,5020996,21767214,69364,36,10,0,10976996,3465788,1908896,1785732,2038234,2453886,2974082,1397032,13028,0,29002938,1252,2246,1554,3874,13114812,391412,2865512,2534932,207420,197160,198100,227920,238560,214740,203540,196980,195840,391231.11,29002938,29002938,28474512,176951,2526204,61804,1097360,27013674,1209600,0,,,,24243192.0,0.0,2735322.24,0,0,0,0,326714,5806278,13394866,6674342,685104,107684,18238,448,,0,29002938,,27902,6490,1287182,1097726,2609064,20919946,1042094,23270,0,0,,,,,,,,,,24372,1232,0,0,0,0,0,0,0,0,231968,469848,89978,0,0,1208602,154900,49432920,5865746,0,0,0,0,201098730,14322.08,16316,2922640,5570832,5101874,2581406,4567980,3368454,1950574,704330,245478,106,0,0
pos,437486,0,,,0,0,0,96944,981638,2445458,4387124,4934430,1193480,292538,17296,90,11540160,3716,0,,3997174,5265980,21756332,22841570,5441340,2397378,8,0,0,0,31244,14268,0,0,0,0,0,0,0,3483368,10865630,0,12554,16898,25734,31160,1230546,9670240,1414650,1947216,0,0,5221742,1769416,1238098,1116718,885608,675712,548194,490996,260324,2142190,31194474,9772,14692,11146,0,11540160,337506,1723248,3713394,312620,247260,212780,191520,153620,163260,172860,150260,246520,437486.14,31194474,31194474,14750100,101672,14908,,939500,14362624,1209600,727278,,,,22895272.32,1826874.24,5648574.72,714,1954,325324,905502,1102454,1428234,2822712,2303926,1903704,1923728,1202566,430848,,8802,31194474,0,7542,1098,2763072,642524,757806,9753898,412292,10762,4,0,5470,60166,20560668,5244640,218046,20102,0,0,20907018,26604,462,,,,,,,,,213910,157224,42472,0,0,891918,187408,397700,198510,0,0,0,0,,,2236,3383586,1549146,1088628,576962,1260296,1452080,2642866,2303888,91546,0,0,0
pos,137940,,264,148,0,0,0,1752,149486,1534166,6054946,3057198,407618,14860,0,0,4258526,0,0,0,560516,772298,8757792,8226942,2071160,930442,0,0,0,0,2750,708,0,0,0,0,0,0,0,3645742,7560784,13500,27010,18368,33566,64180,498432,10578458,12,0,0,0,3921996,2751730,1410662,959324,585644,367766,279082,390992,500818,52012,11390888,82,5770,14942,2,4258526,124764,507368,1560380,265220,203940,240540,216120,198320,178900,191700,222260,119080,137940.43,11390888,11390888,11528768,69691,18,41362,490340,11220026,1209600,231442,0,872,0,7297436.16,0.0,3912079.68,632,1928,8928,504950,2781426,6183582,1567332,151764,17890,3898,256,0,194,212,11390888,,8222,940,1473530,2332922,3082596,4313034,8782,0,0,0,314,1288,7278192,2579280,0,98,0,0,7397176,11386,3050,0,0,0,0,0,0,0,0,67414,41606,13212,17828546,2384112,151252,51438,43000,6616,11238932,42270,0,0,12447030,2035.34,2592,3967444,1095760,841534,372982,887390,1402466,1758060,874390,20000,0,0,0
pos,254156,0,1596,,0,0,0,0,178320,1794246,7164838,7323704,1547966,126078,5442,0,7552338,0,0,0,846206,1274534,14791072,13537590,4966466,1551986,6,0,0,0,4750,736,0,0,0,0,0,0,0,7715852,10407728,17014,68448,41712,41564,43592,285166,15655974,982648,1021490,0,0,7105916,3025528,2201464,1422558,941886,652796,504166,421714,240132,1624434,20610174,5628,11758,14988,0,7552338,224490,2616520,2341946,302480,252200,259100,253420,289240,355920,233220,240320,306260,254155.17,20610174,20610174,20253668,104563,614782,86868,1203500,18155430,1209600,0,,,,14525041.92,0.0,3600866.88,1970,6550,29758,216794,1158368,2194728,3924932,2856308,1921584,1708132,2276738,1853252,,0,20610174,0,40342,5214,1754066,1613178,1300618,8497654,4822606,105910,1006,0,,,,,,,,,,26118,2564,0,0,0,0,0,0,0,0,138608,108474,26724,0,0,743058,98928,22144860,3884760,0,0,0,0,69880870,11862.46,12350,3751746,2996598,1920812,825022,2134934,2673546,3097154,725704,15078,0,0,0
pos,881372,2,1650,,0,0,0,19702,402178,5148352,16833932,22146890,7031658,947190,62470,0,22170506,35806,0,,2021368,3579324,44466058,41180604,24275024,4300076,20,0,0,0,11624,2750,0,0,0,0,0,0,242,15004022,37587914,194,131566,117102,170356,254834,507678,40974260,6257374,4155470,23732,0,16856848,7854462,6940602,4749840,3188648,2247272,1686208,1400908,752098,6915486,70762942,16252,26734,14320,3334,22170506,494152,18094480,6155842,537100,573960,563780,532540,455260,490800,410920,383120,266200,881372.04,70762942,70762942,70389676,364145,458338,,552000,52685602,1209600,0,,,,44996268.48,2514.24,7628254.08,9154,27752,137604,526770,2547938,5375902,10890262,9459672,8137082,7166024,5784660,2566458,,32956,70762942,0,72342,9690,2743508,4496454,1981246,30725148,12304534,257244,2012,194,,,,,,,,,,75814,4568,,,,,,,,,311398,312952,75366,0,0,1583348,198656,40701500,6622460,0,0,0,0,,45123.04,22160,7852876,5577664,3608260,1664794,4919862,15902952,10796528,2169712,99698,26,0,0
pos,1312344,,,,,,64,226226,1891308,11840738,25209522,23165170,6550562,139196,0,0,5498962,0,0,0,1197808,1842974,13974568,13470346,4014216,1342566,,0,0,0,,,2,0,0,0,0,0,80582,35055750,33886452,0,54384,33210,46408,95796,8656924,60136042,22,0,0,0,8034064,21433598,14650430,9898836,5362364,3234556,2686300,3548864,172954,820,19188688,,,,,5498962,174588,1394918,2615728,242200,278260,232300,272800,352380,277080,260100,235840,268700,1312343.44,19188688,19188688,70385052,491780,,81344,1023500,69022786,1209600,,,,,62281918.08,0.0,6753214.08,38912,,310304,5063918,19269568,26130308,15503494,2587956,133828,23262,148,0,,,19188688,,32494,5836,1717860,3432262,7511020,56257418,65886,10,0,0,,,,,,,,,,,,,,,,,,,,104768,,,,,,,,,,,,,,0.64,0,7035344,4448718,2583312,1611622,5410912,22716142,20614830,4068516,533152,238,,
pos,1451520,,,,0,0,0,0,0,5412,1120692,16722300,66344490,18780444,144620,768,16020624,39762,292088,0,7284,22274,38697362,32631094,12148502,4913152,0,0,0,0,0,0,0,0,0,0,0,2617284,41294050,47087548,12119844,0,99864,98560,205488,456330,26851246,75010660,395934,264,266,114,43446448,17158760,9863506,7008234,5977004,7639360,9853800,2156828,14784,2,50860412,3942,2358,6034,2654,16020624,654110,5737088,6354050,216580,384840,324580,303680,285900,304040,245280,283980,284400,1451519.92,50860412,50860412,105437254,663120,5052008,59430,1174920,103118726,1209600,0,,,,92747480.64,0.0,10272229.44,0,0,0,0,130026,4822790,40169324,48981866,8138706,743366,129270,3378,,0,50860412,,90738,21344,7058232,6768384,34092748,53082852,2000070,4358,0,0,,,,,,,,,,64356,2424,,,,,,,,,360094,985652,236084,0,0,3025458,415224,250471860,43843216,0,0,0,0,,33952.58,42532,10675472,24228600,14516368,10638830,27009152,9559082,3619736,1412586,1434910,23990,0,0
pos,297976,,,3916,,,242,186574,1505282,5306648,8215170,9091536,2694598,272400,108,0,9031716,35606,9802,,3219296,5041042,19848918,21237774,5378998,1251564,,0,0,0,,,0,0,0,0,0,24938,876948,10629128,15723962,18324,82030,83798,147854,139048,182568,26636990,910,74,26,2,10597086,6803256,3129906,2474440,1718066,1039432,797588,675840,37540,146,28457788,,,,,9031716,281670,1474212,3889572,187640,229400,195500,188480,226780,301100,173420,113360,125460,297976.59,28457788,28457788,28483854,89422,,,553920,27273300,1209600,,310,18,0,18264222.72,0,8963839.68,4966,13280,284304,2576988,5400806,5862366,7278102,5178728,610554,74208,7244,0,2962,,28457788,,36198,10964,2163698,4896152,5309278,6429150,8164984,262802,74,0,2896,20532,16276776,4230742,228,26424,0,0,17030726,,,,,,,,,,,175968,,,,,,,,,,,,,,18837.1,19660,9253358,5088048,2429006,914854,1918852,2626102,1961956,3019766,61358,0,,
pos,195268,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,12064054,0,,,,10825770,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,
pos,978042,,,726,,,0,0,0,895094,2782410,2168386,1221950,355224,39772,0,33077720,59512,7484,,4782094,7657006,76371732,68323186,30167926,11899898,,0,7500,0,,,0,0,0,0,0,0,0,1200490,6262346,0,16476,17818,28648,37870,1415714,5946296,14,0,0,0,2631764,3101396,836020,371208,189982,129384,134466,68176,440,0,111323936,,,,,33077720,1243994,8688230,21434580,408340,259600,429600,351100,363360,401500,451340,398400,294660,978042.33,111323936,111323936,7707448,32287,,,1159580,7462836,1209600,,358,40,0,74557139.52,7365543.36,25518303.36,708,1888,0,71850,1625974,2598000,1755610,1285976,121018,3916,470,22,2,,111323936,,2688,522,655986,1804536,2883160,2099996,15948,0,0,0,922,2020,4437704,777156,0,2374,0,0,4732192,,,,,,,,,,,707326,,,,,,,,,,,,,,1092.96,1320,2461022,1938716,1527336,187842,376308,399984,358418,207734,5476,0,,
pos,352542,0,1184,762,0,0,0,26212,340944,4900602,9558084,10983056,3707048,2017422,329284,9940,12256258,0,0,0,1515744,1923622,25990260,24396170,5039338,2765792,2,0,0,0,11126,572,0,0,0,0,0,0,0,3593796,28248120,30676,86674,88228,121558,89686,500856,24367778,2908960,3708842,10,0,7803044,10766914,2648604,2263464,1593088,1159426,929670,801638,432510,3474234,32546760,32530,49262,11128,46,12256258,366502,1643716,3388014,185780,163240,153020,180860,166000,180380,177540,175580,166260,352541.41,32546760,32546760,32419630,183290,60804,94414,1073560,31900512,1209600,690282,0,984,0,20553943.68,8284375.68,3043333.44,6060,9092,63658,602912,3180756,4315766,8012280,8779842,4618056,1801698,413438,84186,1256,1532,32546760,0,19298,2840,2062240,2663174,7505778,17642996,1950166,25988,112,0,872,1042,15145584,9119386,35194,106200,0,0,20687726,28582,7460,0,0,14250,8314172,0,0,0,0,197118,119532,22128,0,0,738826,115244,25056140,3033030,0,0,0,0,306737880,,5884,11456848,4140624,2918732,1385082,2862794,8168870,785760,146638,7244,0,0,0
pos,135768,,8576,,0,0,0,0,1046,180560,1557026,4279250,4281426,388666,14388,0,5209078,50922,0,0,104656,222226,9136694,7782614,2135332,1161254,0,0,0,0,41078,4254,2724844,306110,220996,330484,175016,429800,517206,2714632,3283274,0,21636,25020,31910,115774,6520678,3983628,3716,0,0,0,4567710,2227440,1327326,864784,608910,488446,402258,202696,12688,104,11379310,6236,566,11644,250,5209078,147006,925118,1201634,274040,294260,295760,199040,232960,172600,163980,192520,110940,135767.54,11379310,11379310,11202754,55742,405278,27974,465780,10702362,1209600,0,,,,9368477.76,0.0,1303668.48,0,0,0,41370,290536,2514760,5327056,2278038,203334,39282,7820,166,,522,11379310,,9436,2588,792658,483112,2128002,6763644,504798,18120,4,0,,,,,,,,,,7772,680,0,0,0,0,0,0,0,0,90112,36510,8594,0,0,383228,59566,27655320,3826420,6888932,94946,0,0,85505950,4808.46,5510,1367566,2990268,2006046,812080,2052872,1427246,31886,7260,6912,226,0,0
pos,1065426,,,,0,0,0,0,0,91098,5213772,32139160,31064492,4371722,54078,2,28735436,238240,0,,118864,272080,54168086,40047472,22791528,11705068,,0,16000,0,0,0,0,0,0,0,0,28068,36845508,26188010,9872738,0,85528,53260,121612,201748,7727378,62906934,1837816,44,2,2,24633936,13200042,4518226,3496222,3279770,6309288,14811728,2680126,4986,0,77100370,,,9154,7048,28735436,1220662,10318904,12390776,374820,389400,380180,396220,406160,399100,419260,351740,171280,1065426.14,77100370,77100370,74967954,551878,,,642580,72934324,1209600,0,,,,63784404.48,0,9005150.4,0,0,0,6312,818996,14823404,33445696,20356916,2881828,509644,88678,2850,,,77100370,,93872,21512,5235246,3364998,12136666,46878224,5058278,145514,14,0,,,,,,,,,,73172,,,,,,,,,,843696,,,,,,,,,,,,,,39323.72,53518,9519136,15986786,11725376,5363040,9238274,6474852,5175890,3472124,5895940,82906,,
pos,510126,,,,,,0,1522,507338,6287646,19039672,19907486,8306978,1817620,230506,2154,19586594,171614,0,,1632240,3496498,33559772,24697348,22130000,10016930,,0,196,0,,,0,0,0,0,0,0,28,14203956,41896938,0,166758,134370,232532,364652,25218780,29983102,726,2,0,0,21415270,15979352,5238158,3624950,2325876,1727704,1537514,1967232,1309424,975442,57326160,,,,,19586594,986450,5120950,16952892,352800,367680,446720,614580,705780,558400,600460,496620,256400,510126.86,57326160,57326160,57942858,244587,,,405620,56100922,1209600,,,,,37393261.44,0,18699773.76,2810,13298,6100,1728350,9794114,21615560,15824596,6171188,883306,68572,8912,224,,,57326160,,31600,8282,4038124,13804918,4049176,25699280,8278976,190538,28,0,,,,,,,,,,,,,,,,,,,,584144,,,,,,,,,,,,,,20064.58,13860,19521602,14125206,6703636,2753978,4379622,2762648,3127282,2659600,66248,1100,,
pos,881540,,,,,,0,0,0,0,339896,13410360,34206904,8807648,274112,2382,20432974,30418,58,,10144,21326,37624136,28606202,17037758,8776638,,0,1040,0,,,0,0,0,892,178220,33381908,19265436,4209016,5830,0,51670,53264,99756,591042,32530804,23714706,54,6,0,0,22086084,13029226,4649360,3345952,2706726,2619946,4090384,4200532,310992,2100,54685088,,,,,20432974,899954,9023464,7969640,496940,498160,465120,489420,397600,505660,432620,527440,46380,881540.6,54685088,54685088,58503582,344228,,,100100,57041302,1209600,,,,,49486384.32,48202.56,3660861.12,,,0,0,34414,4603350,25278694,23862494,2802076,376986,80202,3086,,,54685088,,61310,11370,4655604,3252108,9160468,37557354,2322466,20620,2,0,,,,,,,,,,,,,,,,,,,,593880,,,,,,,,,,,,,,,,8824468,9878244,5115314,2893716,10163552,7054914,4872304,3290810,4899348,48632,,
pos,1397064,,,,0,0,0,0,0,1698,475080,9630580,40350768,15625124,1403194,18336298,32012174,534786,648150,,13734,26002,76044714,62779992,23923438,12304744,0,0,14866,0,0,0,0,0,0,0,0,2615198,30710340,40411142,12086062,0,144920,159934,287840,506204,39173630,45478612,71568,30,4,0,30571964,14201088,7976752,6400830,5334816,5615788,8470062,4229574,1957228,1064640,99993394,3528,3782,5314,2490,32012174,1297592,10085106,13744032,269320,340220,381100,450660,496100,446380,419020,451580,156060,1397063.8,99993394,99993394,89602592,612536,15240026,,624700,85822742,1209600,0,,,,77388672.96,0.0,8339646.72,0,0,0,0,48526,3254788,29141554,45464682,7002390,714234,183836,12732,,0,99993394,,77350,15974,5402048,3251964,26195676,48476294,2375366,28070,0,0,,,,,,,,,,51964,1862,,,,,,,,,865456,1047788,292690,0,0,3056730,623562,129904620,61286262,0,0,0,0,,32118.84,36334,8816166,14974806,11948848,6019830,11571782,10022972,8479544,5196762,8173980,618052,0,0
pos,1025462,,0,,0,0,0,0,0,0,7862,1251054,4365036,1326156,1242,0,29130378,0,0,0,50386,83102,51785590,39591814,15174552,10980660,0,0,0,0,0,0,0,0,0,0,0,141982,2682070,3972674,154624,0,20636,17890,23856,37018,2496888,4355046,16,0,0,0,2692602,863594,627306,510806,494626,855936,860928,45552,0,0,67023628,198,220,534,280,29130378,1040724,9408326,5748342,248320,222420,229060,238300,214100,204660,216620,234800,66580,1025461.35,67023628,67023628,7077374,49223,2078250,68222,347960,6951350,1209600,0,,,,61980341.76,0.0,3074016.0,0,0,0,0,0,176062,2961710,3319578,449134,34070,10346,450,,0,67023628,,8008,1328,278208,362718,3845614,2298894,154032,2548,0,0,,,,,,,,,,4384,166,0,0,0,0,0,0,0,0,697834,128426,25704,0,0,294488,42082,12145300,1718008,0,0,0,0,0,3069.26,3428,430222,1352866,1131576,702716,1948386,1140210,228874,14950,1550,0,0,0
pos,1055222,,0,,0,0,0,0,0,4666,795384,11270684,36387334,14202368,194810,0,30783980,590468,0,,15024,27472,53604056,44684356,16479742,7896032,0,0,0,0,0,0,0,0,0,0,0,2263456,19926750,26313666,14351374,0,116398,86312,207778,364622,20498070,41571126,10926,6,4,4,21343700,10331158,5811396,4874340,4491922,5040020,8288648,2673004,1058,0,70105212,5252,8352,4732,1992,30783980,900064,10046180,6349830,191120,244600,331360,284500,358020,432320,440700,476940,265520,1055222.65,70105212,70105212,69448018,442132,8715854,,1041340,62855246,1209600,0,,,,56874340.8,0.0,5935431.36,0,0,0,0,218178,5101360,25998714,28316570,2890658,259720,66080,3966,,0,70105212,,42586,9420,3100106,2107436,4296786,45700520,7487966,110362,64,0,,,,,,,,,,31056,914,0,0,0,0,0,0,0,0,544168,1037268,198112,0,0,2415744,377724,84262200,15947824,0,0,0,0,897893930,17510.8,20776,6255300,10159446,7707718,4053332,8942420,8140570,6561534,3643434,6787900,603592,0,0
pos,1440476,,,2972,,,0,0,0,130088,1998062,2977244,840250,134532,9232,0,36071388,584016,4160,,5488304,11137684,59313002,46659650,49184978,17004872,,0,0,0,,,0,0,0,0,0,0,18052,3353828,2717528,0,27002,11534,22422,39818,4287554,1701078,0,0,0,0,1449944,1567554,879176,558874,411496,307812,241644,291030,192174,189704,114013916,,,,,36071388,1132118,8374556,40750038,779500,866140,699080,639560,729100,782020,695780,505440,28660,1440476.39,114013916,114013916,6229278,33132,,,42860,6089408,1209600,,2436,104,0,85543831.68,0.0,25278827.52,208,1180,0,6194,244286,1971942,2637704,1104870,117804,6286,322,0,28,,114013916,,6656,2076,1046248,459950,1630804,2741074,202090,510,0,0,3344,8216,16804332,5809640,566,8310,0,0,17602678,,,,,,,,,,,875156,,,,,,,,,,,,,,3689,3284,1433400,1186760,581954,263398,615712,965280,966148,74820,1936,0,,
pos,948640,,0,,0,0,0,0,1942,152694,3112232,23347882,29234232,5148586,91084,0,19801516,532346,0,,145562,231830,47506436,39518812,16713244,7013024,0,0,330,0,0,0,0,4156,33396,30234,44988,1092736,21190332,11530166,27162644,0,79312,109576,201326,340612,11626642,48469348,261762,68,4,2,23392474,12320858,7986234,4435498,3178364,3150872,4935240,1686878,2234,0,64371732,226,816,106,644,19801516,690200,7635000,9015660,755720,801700,736100,690720,566760,351880,355300,294060,102100,948639.48,64371732,64371732,63678370,359391,2044448,,148020,61088652,1209600,0,,,,53223912.0,0.0,7809754.56,0,0,0,37492,1011284,12568274,28518306,16783212,1915654,226384,27460,586,,0,64371732,,44174,8972,3593144,2394350,7024832,44785440,3198930,38810,0,0,,,,,,,,,,5914,176,0,0,0,0,0,0,0,0,413616,110640,21128,0,0,247826,34766,13066780,3323904,0,0,0,0,58571580,18641.64,20666,8175412,8618030,6906110,3925352,11758680,13824408,7087758,719458,71498,1946,0,0
pos,526580,,3484,3082,0,0,0,1084,147000,2317720,14001582,17809208,4919152,526778,36220,0,16738520,10524,0,0,832834,1273336,32461258,29002038,9319130,3473828,88,0,0,0,14636,4902,0,0,0,0,0,0,0,10529468,29146466,82810,232374,285920,427994,652828,2318128,35840906,552,40,2,0,12128772,11194328,6288150,3828992,1882172,1215204,1135292,1092852,491994,500988,42619302,6806,15164,19094,52,16738520,474644,3447944,5848484,293900,258680,246600,231020,237320,233560,261700,257940,42220,526580.06,42619302,42619302,42558008,235352,13712,97054,222960,39758744,1209600,878302,0,2320,0,27402803.52,0.0,12326313.6,15030,26228,18072,703258,7380908,15877678,12122640,3251978,349000,51780,3430,0,3446,3896,42619302,,30762,5536,4887294,7148316,14436834,13221144,28858,0,0,0,7078,11002,26182310,13901372,58,42474,0,0,27276304,57082,27554,0,0,0,0,0,0,0,0,251772,107172,31716,0,0,806538,146688,404460,93240,0,0,0,0,391292440,12099.24,13958,12635606,4660974,2001438,852778,1835756,5567814,6824474,5170018,209716,170,0,0
